compound,normalized,n_sources,sources,l1000cds2_score,l1000cds2_n,enrichr_best_score,enrichr_n,clue_avg_norm_cs,clue_min_norm_cs,clue_max_fdr,clue_n,clue_n_sigs,clue_reversal,best_pval,moa,target,n_entries
mepazine,mepazine,1,clue.io,,0,,0,-0.10752,-1.1208,3.1087,1,25,True,1.0,Mucus protecting agent,MALT1,1
SKF-83566,skf83566,1,clue.io,,0,,0,-0.10744444444444443,-1.1337,2.8188,1,9,True,1.0,Dopamine receptor antagonist,DRD1|DRD5,1
S100A13,s100a13,1,clue.io,,0,,0,-0.10737619047619046,-1.5417,15.6536,1,84,True,1.0,,,1
TSC1,tsc1,1,clue.io,,0,,0,-0.10721826923076924,-1.5031,15.6536,1,104,True,1.0,,,1
ACSL6,acsl6,1,clue.io,,0,,0,-0.10709642857142858,-1.4352,15.6536,1,28,True,1.0,,,1
CYP1A1,cyp1a1,1,clue.io,,0,,0,-0.10698518518518517,-1.3642,15.6536,1,54,True,1.0,,,1
SPTLC2,sptlc2,1,clue.io,,0,,0,-0.10695232558139535,-1.4274,15.6536,1,86,True,1.0,,,1
sirtinol,sirtinol,1,clue.io,,0,,0,-0.10685,-1.3191,15.6536,1,2,True,1.0,SIRT inhibitor,SIRT1|SIRT2,1
KLF14,klf14,1,clue.io,,0,,0,-0.10674242424242424,-1.4907,15.6536,1,33,True,1.0,,,1
SMARCD1,smarcd1,1,clue.io,,0,,0,-0.10641904761904761,-1.5244,15.6536,1,21,True,1.0,,,1
cyanopindolol,cyanopindolol,1,clue.io,,0,,0,-0.10636363636363635,-1.3972,15.6536,1,11,True,1.0,Adrenergic receptor antagonist,ADRB1|HTR1A|HTR1D,1
SA-103006,sa103006,1,clue.io,,0,,0,-0.10623846153846153,-1.1398,2.8704,1,13,True,1.0,,,1
SLC7A2,slc7a2,1,clue.io,,0,,0,-0.10623333333333333,-1.3576,15.6536,1,18,True,1.0,,,1
LIFR-AS1,lifras1,1,clue.io,,0,,0,-0.10622500000000001,-1.0334,1.5518,1,4,True,1.0,,,1
FUS,fus,1,clue.io,,0,,0,-0.10616435643564356,-1.5578,15.6536,1,101,True,1.0,,,1
PPARA,ppara,1,clue.io,,0,,0,-0.10613125000000001,-1.3908,15.6536,1,48,True,1.0,,,1
USP9X,usp9x,1,clue.io,,0,,0,-0.106006,-1.2815,15.6536,1,50,True,1.0,,,1
ACTN4,actn4,1,clue.io,,0,,0,-0.1059551724137931,-1.2849,15.6536,1,29,True,1.0,,,1
MAK,mak,1,clue.io,,0,,0,-0.10594827586206898,-1.4948,15.6536,1,29,True,1.0,,,1
ICI-204448,ici204448,1,clue.io,,0,,0,-0.10593333333333332,-1.1347,3.1461,1,9,True,1.0,Opioid receptor agonist,OPRK1,1
BTBD8,btbd8,1,clue.io,,0,,0,-0.1058388888888889,-1.4275,15.6536,1,18,True,1.0,,,1
L-689560,l689560,1,clue.io,,0,,0,-0.1058076923076923,-1.211,15.6536,1,26,True,1.0,Glutamate receptor antagonist,GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D,1
KLF4,klf4,1,clue.io,,0,,0,-0.10568039215686273,-1.2498,15.6536,1,51,True,1.0,,,1
IL21,il21,1,clue.io,,0,,0,-0.10565454545454546,-1.5926,15.6536,1,33,True,1.0,,,1
UFSP2,ufsp2,1,clue.io,,0,,0,-0.10558999999999999,-1.0449,2.9009,1,20,True,1.0,,,1
XLOC_003385,xloc003385,1,clue.io,,0,,0,-0.10549999999999998,-1.2103,15.6536,1,4,True,1.0,,,1
AP4S1,ap4s1,1,clue.io,,0,,0,-0.1050878787878788,-1.3057,15.6536,1,33,True,1.0,,,1
AGPAT1,agpat1,1,clue.io,,0,,0,-0.10508333333333333,-1.4038,15.6536,1,42,True,1.0,,,1
carbenoxolone,carbenoxolone,1,clue.io,,0,,0,-0.1050060606060606,-1.4683,15.6536,1,33,True,1.0,11-beta-HSD1 inhibitor,HSD11B1|GJA1|GJA10|GJA3|GJA4|GJA5|GJA8|GJA9|GJB1|GJB2|GJB3|GJB4|GJB5|GJB6|GJB7|GJC1|GJC2|GJC3|GJD2|GJD3|GJD4|GJE1|PANX1|PANX2|PANX3,1
NBAS,nbas,1,clue.io,,0,,0,-0.10489473684210526,-1.3717,15.6536,1,19,True,1.0,,,1
ESRRB,esrrb,1,clue.io,,0,,0,-0.104735,-1.1175,3.0075,1,20,True,1.0,,,1
BCKDK,bckdk,1,clue.io,,0,,0,-0.10458709677419355,-1.6396,15.6536,1,62,True,1.0,,,1
BAG1,bag1,1,clue.io,,0,,0,-0.10431249999999999,-1.5968,15.6536,1,40,True,1.0,,,1
SA-1457810,sa1457810,1,clue.io,,0,,0,-0.10419999999999996,-1.0205,1.4706,1,2,True,1.0,,,1
SLC12A3,slc12a3,1,clue.io,,0,,0,-0.10414210526315788,-1.2963,15.6536,1,19,True,1.0,,,1
EGR2,egr2,1,clue.io,,0,,0,-0.10405263157894735,-1.3024,15.6536,1,57,True,1.0,,,1
RUNX2,runx2,1,clue.io,,0,,0,-0.10395499999999999,-1.0462,1.6729,1,20,True,1.0,,,1
PI4KB,pi4kb,1,clue.io,,0,,0,-0.10393448275862069,-1.2827,15.6536,1,29,True,1.0,,,1
tolterodine,tolterodine,1,clue.io,,0,,0,-0.1039166666666667,-1.131,3.1278,1,6,True,1.0,Acetylcholine receptor antagonist,CHRM2|CHRM3|CHRM1|CHRM4|CHRM5,1
PPP2CA,ppp2ca,1,clue.io,,0,,0,-0.10376111111111112,-1.409,15.6536,1,54,True,1.0,,,1
GDC-0349,gdc0349,1,clue.io,,0,,0,-0.10371999999999999,-1.1833,15.6536,1,5,True,1.0,PIM inhibitor,PIM3|PIK3CA,1
NF2,nf2,1,clue.io,,0,,0,-0.10369811320754718,-1.4892,15.6536,1,53,True,1.0,,,1
cpd-b,cpdb,1,clue.io,,0,,0,-0.10349999999999998,-0.9017,0.6595,1,2,True,1.0,,,1
HAMP,hamp,1,clue.io,,0,,0,-0.10346999999999999,-1.2383,15.6536,1,20,True,1.0,,,1
ABCA1,abca1,1,clue.io,,0,,0,-0.10337884615384615,-1.6447,15.6536,1,52,True,1.0,,,1
proxymetacaine,proxymetacaine,1,clue.io,,0,,0,-0.10319230769230768,-1.3738,15.6536,1,13,True,1.0,Sodium channel inhibitor,SCN9A|SCN10A|SCN5A,1
p-anisidine.hcl,panisidinehcl,1,clue.io,,0,,0,-0.10304999999999997,-1.059,1.7294,1,2,True,1.0,,,1
RIMS3,rims3,1,clue.io,,0,,0,-0.10294999999999997,-0.9498,3.0129,1,8,True,1.0,,,1
CPI-613,cpi613,1,clue.io,,0,,0,-0.10275833333333333,-1.1399,2.8713,1,12,True,1.0,PDK inhibitor,PDHA1|OGDH,1
ST-003833,st003833,1,clue.io,,0,,0,-0.10264615384615385,-1.3005,15.6536,1,13,True,1.0,,,1
ITPK1,itpk1,1,clue.io,,0,,0,-0.10257968749999999,-1.3127,15.6536,1,64,True,1.0,,,1
HOXB7,hoxb7,1,clue.io,,0,,0,-0.10243863636363636,-1.1862,15.6536,1,44,True,1.0,,,1
NSC-4644,nsc4644,1,clue.io,,0,,0,-0.10234285714285714,-1.3255,15.6536,1,14,True,1.0,ACAT inhibitor|Sterol regulatory element binding protein (SREBP) inhibitor,SOAT1|PYGM,1
oxymetazoline,oxymetazoline,1,clue.io,,0,,0,-0.10234117647058825,-1.2907,15.6536,1,17,True,1.0,Adrenergic receptor agonist,ADRA1A|ADRA2A|ADRA1B|ADRA1D|ADRA2B|ADRA2C|CYP2C19|HTR1B|HTR1D|HTR2C,1
chlortalidone,chlortalidone,1,clue.io,,0,,0,-0.10227333333333334,-1.0801,3.2003,1,15,True,1.0,Carbonic anhydrase inhibitor,CA7|CA1|CA12|CA14|CA4|SLC12A1|SLC12A3,1
SPTBN1,sptbn1,1,clue.io,,0,,0,-0.10226111111111112,-1.4536,15.6536,1,18,True,1.0,,,1
NLRC3,nlrc3,1,clue.io,,0,,0,-0.10223157894736842,-1.2653,15.6536,1,19,True,1.0,,,1
GSK-J2,gskj2,1,clue.io,,0,,0,-0.10208333333333336,-1.3277,15.6536,1,18,True,1.0,Histone demethylase inhibitor,,1
CLEC10A,clec10a,1,clue.io,,0,,0,-0.10199473684210526,-1.2767,15.6536,1,19,True,1.0,,,1
CPS1,cps1,1,clue.io,,0,,0,-0.10195,-1.1737,15.3525,1,38,True,1.0,,,1
doxifluridine,doxifluridine,1,clue.io,,0,,0,-0.10185,-1.2865,15.6536,1,16,True,1.0,Thymidylate synthase inhibitor,TYMS,1
PLA2G2E,pla2g2e,1,clue.io,,0,,0,-0.10182777777777778,-1.1644,15.3525,1,18,True,1.0,,,1
tebipenem,tebipenem,1,clue.io,,0,,0,-0.10179166666666666,-1.128,2.8637,1,12,True,1.0,Bacterial cell wall synthesis inhibitor,CNR1,1
CTPS1,ctps1,1,clue.io,,0,,0,-0.10176666666666666,-1.3461,15.6536,1,18,True,1.0,,,1
ETV6,etv6,1,clue.io,,0,,0,-0.10172272727272728,-1.3463,15.6536,1,22,True,1.0,,,1
rufloxacin,rufloxacin,1,clue.io,,0,,0,-0.1017,-0.9206,1.4337,1,8,True,1.0,Bacterial DNA Gyrase inhibitor,,1
HMN-214,hmn214,1,clue.io,,0,,0,-0.101515625,-1.4143,15.6536,1,32,True,1.0,PLK inhibitor,FLT3|KDR|KIT|FLT4|PDGFRB|CSF1R|FLT1|RET|FGFR1|PDGFRA,1
GPR55,gpr55,1,clue.io,,0,,0,-0.10120645161290322,-1.5222,15.6536,1,62,True,1.0,,,1
HIST1H3A,hist1h3a,1,clue.io,,0,,0,-0.1011611111111111,-1.2872,15.6536,1,18,True,1.0,,,1
CD300LG,cd300lg,1,clue.io,,0,,0,-0.10103,-1.2572,15.6536,1,20,True,1.0,,,1
CHD3,chd3,1,clue.io,,0,,0,-0.10096521739130433,-1.2427,15.6536,1,23,True,1.0,,,1
SPEG,speg,1,clue.io,,0,,0,-0.10077499999999999,-1.4088,15.6536,1,28,True,1.0,,,1
DUSP11,dusp11,1,clue.io,,0,,0,-0.10072903225806451,-1.4759,15.6536,1,62,True,1.0,,,1
TRIM32,trim32,1,clue.io,,0,,0,-0.1007142857142857,-1.3197,15.6536,1,42,True,1.0,,,1
AP5B1,ap5b1,1,clue.io,,0,,0,-0.10070000000000001,-1.7718,15.6536,1,20,True,1.0,,,1
L-701252,l701252,1,clue.io,,0,,0,-0.10057000000000002,-1.3663,15.6536,1,10,True,1.0,Glutamate receptor antagonist,GRIN1,1
ITPA,itpa,1,clue.io,,0,,0,-0.1005157894736842,-1.3628,15.6536,1,19,True,1.0,,,1
SRP54-AS1,srp54as1,1,clue.io,,0,,0,-0.10044285714285715,-1.4589,15.6536,1,7,True,1.0,,,1
CSK,csk,1,clue.io,,0,,0,-0.10036413793103448,-1.4985,15.6536,1,145,True,1.0,,,1
ADGRE2,adgre2,1,clue.io,,0,,0,-0.10036315789473685,-1.5485,15.6536,1,19,True,1.0,,,1
PD-123319,pd123319,1,clue.io,,0,,0,-0.10032727272727272,-1.1491,3.0538,1,22,True,1.0,ACE inhibitor,AGTR2,1
PLCL1,plcl1,1,clue.io,,0,,0,-0.100305,-1.3888,15.6536,1,20,True,1.0,,,1
roquinimex,roquinimex,1,clue.io,,0,,0,-0.10027499999999998,-1.4013,15.6536,1,20,True,1.0,Angiogenesis inhibitor|TNF inhibitor,,1
SP110,sp110,1,clue.io,,0,,0,-0.10023272727272727,-1.4811,15.6536,1,55,True,1.0,,,1
STK17B,stk17b,1,clue.io,,0,,0,-0.10019629629629627,-1.2308,15.6536,1,27,True,1.0,,,1
TEAD4,tead4,1,clue.io,,0,,0,-0.10018769230769231,-1.2447,15.6536,1,65,True,1.0,,,1
MARS2,mars2,1,clue.io,,0,,0,-0.10016000000000003,-1.1535,3.2585,1,20,True,1.0,,,1
MS4A4A,ms4a4a,1,clue.io,,0,,0,-0.100075,-1.3909,15.6536,1,20,True,1.0,,,1
demeclocycline,demeclocycline,1,clue.io,,0,,0,-0.099675,-1.1514,3.1318,1,8,True,1.0,,,1
CDT1,cdt1,1,clue.io,,0,,0,-0.09940999999999998,-1.4181,15.6536,1,30,True,1.0,,,1
ABCA9,abca9,1,clue.io,,0,,0,-0.099405,-1.2348,15.6536,1,20,True,1.0,,,1
TAF2,taf2,1,clue.io,,0,,0,-0.09938000000000002,-0.8112,2.0756,1,5,True,1.0,,,1
AV-608,av608,1,clue.io,,0,,0,-0.09936153846153847,-1.2709,15.6536,1,13,True,1.0,Tachykinin antagonist,TACR1,1
AK5,ak5,1,clue.io,,0,,0,-0.09907037037037038,-1.1522,3.1639,1,27,True,1.0,,,1
levomepromazine,levomepromazine,1,clue.io,,0,,0,-0.09899166666666666,-1.2463,15.6536,1,12,True,1.0,Dopamine receptor antagonist,DRD2|DRD3|DRD4|ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD5|HRH1|HTR2A|HTR2C,1
TNFRSF6B,tnfrsf6b,1,clue.io,,0,,0,-0.0989,-1.4387,15.6536,1,66,True,1.0,,,1
SD-6-035-A1,sd6035a1,1,clue.io,,0,,0,-0.0988,-1.2378,15.6536,1,9,True,1.0,,,1
pirinixic-acid,pirinixicacid,1,clue.io,,0,,0,-0.09866666666666664,-1.3538,15.6536,1,12,True,1.0,PPAR receptor agonist,PPARA,1
KIAA1267,kiaa1267,1,clue.io,,0,,0,-0.0986625,-0.8285,1.0484,1,8,True,1.0,,,1
pranlukast,pranlukast,1,clue.io,,0,,0,-0.09824615384615386,-1.164,15.3525,1,13,True,1.0,Leukotriene receptor antagonist,CYSLTR1|CYSLTR2|IL5|MUC2|NFKB1|RNASE3|TNF,1
VSIG10L2,vsig10l2,1,clue.io,,0,,0,-0.09819999999999998,-0.9914,1.2636,1,4,True,1.0,,,1
taltirelin,taltirelin,1,clue.io,,0,,0,-0.09817142857142858,-1.0178,3.0773,1,14,True,1.0,Thyrotropin releasing hormone receptor agonist,TRHR,1
MDFIC,mdfic,1,clue.io,,0,,0,-0.09813999999999999,-1.5381,15.6536,1,20,True,1.0,,,1
XMD-892,xmd892,1,clue.io,,0,,0,-0.09793333333333333,-1.5905,15.6536,1,27,True,1.0,MAP kinase inhibitor,,1
NVP-BGJ398,nvpbgj398,1,clue.io,,0,,0,-0.09792000000000002,-1.3662,15.6536,1,20,True,1.0,FGFR inhibitor,FGFR1|FGFR2|FGFR3|FGFR4|KDR,1
trequinsin,trequinsin,1,clue.io,,0,,0,-0.09792000000000002,-1.2248,15.6536,1,10,True,1.0,Phosphodiesterase inhibitor,PDE4A|PDE4B|PDE4C|PDE4D|PTGIR|PDE5A,1
C15ORF42,c15orf42,1,clue.io,,0,,0,-0.09779999999999998,-1.4583,15.6536,1,9,True,1.0,,,1
NFAT5,nfat5,1,clue.io,,0,,0,-0.09763584905660376,-1.4879,15.6536,1,53,True,1.0,,,1
CSNK1G1,csnk1g1,1,clue.io,,0,,0,-0.09761666666666667,-1.3184,15.6536,1,30,True,1.0,,,1
ADSS,adss,1,clue.io,,0,,0,-0.0975688524590164,-1.5116,15.6536,1,61,True,1.0,,,1
FLJ40852,flj40852,1,clue.io,,0,,0,-0.09745,-1.4075,15.6536,1,10,True,1.0,,,1
IDH2,idh2,1,clue.io,,0,,0,-0.09731046511627907,-1.5095,15.6536,1,86,True,1.0,,,1
TAF1L,taf1l,1,clue.io,,0,,0,-0.0971740740740741,-1.2719,15.6536,1,27,True,1.0,,,1
AGPAT2,agpat2,1,clue.io,,0,,0,-0.09707027027027026,-1.4615,15.6536,1,74,True,1.0,,,1
TIMM22,timm22,1,clue.io,,0,,0,-0.09701818181818184,-1.2661,15.6536,1,44,True,1.0,,,1
ATP5O,atp5o,1,clue.io,,0,,0,-0.09697419354838709,-1.4349,15.6536,1,31,True,1.0,,,1
BW-723C86,bw723c86,1,clue.io,,0,,0,-0.09685,-1.0253,2.082,1,12,True,1.0,Serotonin receptor agonist,HTR2B|HTR2A|HTR2C,1
PROS1,pros1,1,clue.io,,0,,0,-0.09666250000000003,-1.1319,3.2445,1,24,True,1.0,,,1
PRKCI,prkci,1,clue.io,,0,,0,-0.096646,-1.25,15.6536,1,50,True,1.0,,,1
NOX3,nox3,1,clue.io,,0,,0,-0.09652777777777777,-1.3129,15.6536,1,18,True,1.0,,,1
I-070754,i070754,1,clue.io,,0,,0,-0.09652500000000001,-1.367,15.6536,1,12,True,1.0,,,1
EMF-sumo1-6,emfsumo16,1,clue.io,,0,,0,-0.09648,-1.1802,15.6536,1,15,True,1.0,,,1
TNFSF13,tnfsf13,1,clue.io,,0,,0,-0.09646986301369863,-1.4145,15.6536,1,73,True,1.0,,,1
maleic-hydrazide,maleichydrazide,1,clue.io,,0,,0,-0.09644999999999998,-1.083,2.0249,1,2,True,1.0,,,1
VANGL2,vangl2,1,clue.io,,0,,0,-0.09639999999999999,-1.3882,15.6536,1,17,True,1.0,,,1
RU-28318,ru28318,1,clue.io,,0,,0,-0.09635,-0.8464,0.6953,1,8,True,1.0,,,1
doxofylline,doxofylline,1,clue.io,,0,,0,-0.09627999999999998,-1.3294,15.6536,1,15,True,1.0,Adenosine receptor antagonist,ADORA1|PDE4A|PDE4B|PDE4C|PDE4D,1
OGDH,ogdh,1,clue.io,,0,,0,-0.09611020408163265,-1.3387,15.6536,1,49,True,1.0,,,1
ZNF454,znf454,1,clue.io,,0,,0,-0.09601041666666667,-1.3584,15.6536,1,48,True,1.0,,,1
tasquinimod,tasquinimod,1,clue.io,,0,,0,-0.09599999999999999,-1.0549,1.7004,1,12,True,1.0,Angiogenesis inhibitor|S100A9 inhibitor,HDAC4|S100A9,1
GP1BB,gp1bb,1,clue.io,,0,,0,-0.09577368421052632,-1.2452,15.6536,1,19,True,1.0,,,1
ABCC1,abcc1,1,clue.io,,0,,0,-0.0957265306122449,-1.7786,15.6536,1,49,True,1.0,,,1
androstanol,androstanol,1,clue.io,,0,,0,-0.09569333333333334,-1.2225,15.6536,1,15,True,1.0,CAR antagonist,,1
RALGDS,ralgds,1,clue.io,,0,,0,-0.09560645161290322,-1.245,15.6536,1,31,True,1.0,,,1
CEACAM21,ceacam21,1,clue.io,,0,,0,-0.09550555555555554,-1.3317,15.6536,1,18,True,1.0,,,1
CMPK2,cmpk2,1,clue.io,,0,,0,-0.09542105263157896,-1.0933,3.083,1,19,True,1.0,,,1
PSMB9,psmb9,1,clue.io,,0,,0,-0.09541454545454545,-1.55,15.6536,1,55,True,1.0,,,1
hydrocotarnine,hydrocotarnine,1,clue.io,,0,,0,-0.0953875,-0.9316,2.082,1,8,True,1.0,Opioid receptor antagonist,,1
PK-11195,pk11195,1,clue.io,,0,,0,-0.09537037037037038,-1.3637,15.6536,1,27,True,1.0,Benzodiazepine receptor antagonist,TSPO|NR1I2|NR1I3,1
UQCRFS1,uqcrfs1,1,clue.io,,0,,0,-0.09519310344827586,-1.3543,15.6536,1,29,True,1.0,,,1
DUSP16,dusp16,1,clue.io,,0,,0,-0.0950611111111111,-1.2814,15.6536,1,18,True,1.0,,,1
LY6G6F,ly6g6f,1,clue.io,,0,,0,-0.09504736842105262,-1.0605,2.7586,1,19,True,1.0,,,1
IRGC,irgc,1,clue.io,,0,,0,-0.09491000000000001,-1.2208,15.6536,1,10,True,1.0,,,1
pirenzepine,pirenzepine,1,clue.io,,0,,0,-0.09485263157894737,-1.142,3.0826,1,19,True,1.0,Acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5,1
hydroxyurea,hydroxyurea,1,clue.io,,0,,0,-0.09484375,-1.1244,3.0729,1,16,True,1.0,Ribonucleoside reductase inhibitor,RRM1|RRM2|RRM2B,1
SUOX,suox,1,clue.io,,0,,0,-0.09478478260869565,-1.2818,15.6536,1,46,True,1.0,,,1
ANGPTL2,angptl2,1,clue.io,,0,,0,-0.0947777777777778,-1.7038,15.6536,1,18,True,1.0,,,1
reboxetine,reboxetine,1,clue.io,,0,,0,-0.09467,-1.3087,15.6536,1,30,True,1.0,Adrenergic receptor antagonist,SLC6A2,1
GPR172A,gpr172a,1,clue.io,,0,,0,-0.09463953488372094,-1.3665,15.6536,1,43,True,1.0,,,1
hesperidin,hesperidin,1,clue.io,,0,,0,-0.0945807692307692,-1.2715,15.6536,1,26,True,1.0,Flavanone glycoside,CACNA1B,1
EXOSC10,exosc10,1,clue.io,,0,,0,-0.094544,-1.3244,15.6536,1,25,True,1.0,,,1
GP9,gp9,1,clue.io,,0,,0,-0.09443333333333334,-1.5056,15.6536,1,15,True,1.0,,,1
NET1,net1,1,clue.io,,0,,0,-0.09416274509803921,-1.3685,15.6536,1,51,True,1.0,,,1
NIPBL,nipbl,1,clue.io,,0,,0,-0.09410454545454545,-1.3512,15.6536,1,44,True,1.0,,,1
ABT-202,abt202,1,clue.io,,0,,0,-0.0941,-1.0565,2.0958,1,14,True,1.0,Acetylcholine receptor agonist,,1
VCAN,vcan,1,clue.io,,0,,0,-0.09402692307692308,-1.4376,15.6536,1,52,True,1.0,,,1
oxybutynin,oxybutynin,1,clue.io,,0,,0,-0.09388749999999998,-1.1371,2.8503,1,16,True,1.0,Acetylcholine receptor antagonist,CHRM3|CHRM2|CHRM1|CHRM4,1
AZD-1480,azd1480,1,clue.io,,0,,0,-0.09379555555555556,-1.4147,15.6536,1,45,True,1.0,JAK inhibitor,JAK1|JAK2|JAK3,1
PRKCH,prkch,1,clue.io,,0,,0,-0.0937282608695652,-1.3257,15.6536,1,46,True,1.0,,,1
CEACAM20,ceacam20,1,clue.io,,0,,0,-0.093725,-1.3961,15.6536,1,20,True,1.0,,,1
RDH14,rdh14,1,clue.io,,0,,0,-0.09370566037735849,-1.3646,15.6536,1,53,True,1.0,,,1
miltefosine,miltefosine,1,clue.io,,0,,0,-0.09361,-1.5887,15.6536,1,10,True,1.0,Membrane integrity inhibitor,PLA2G1B,1
brivudine,brivudine,1,clue.io,,0,,0,-0.09360769230769234,-1.2214,15.6536,1,13,True,1.0,DNA inhibitor,,1
GRB10,grb10,1,clue.io,,0,,0,-0.09353488372093023,-1.4453,15.6536,1,86,True,1.0,,,1
NDUFA4L2,ndufa4l2,1,clue.io,,0,,0,-0.0934058823529412,-1.1788,15.6536,1,17,True,1.0,,,1
PLEKHG6,plekhg6,1,clue.io,,0,,0,-0.09320000000000006,-1.2875,15.6536,1,2,True,1.0,,,1
CA3,ca3,1,clue.io,,0,,0,-0.0927764705882353,-1.1098,3.1628,1,17,True,1.0,,,1
sibutramine,sibutramine,1,clue.io,,0,,0,-0.09277500000000001,-1.3406,15.6536,1,8,True,1.0,Serotonin receptor antagonist,SLC6A2|SLC6A4|SLC6A3|CYP2B6|CYP2C19|CYP3A5,1
FEZ1,fez1,1,clue.io,,0,,0,-0.09277121212121213,-1.3414,15.6536,1,66,True,1.0,,,1
SPECC1L,specc1l,1,clue.io,,0,,0,-0.09261739130434782,-1.2791,15.6536,1,46,True,1.0,,,1
IGSF5,igsf5,1,clue.io,,0,,0,-0.09257499999999998,-1.3535,15.6536,1,20,True,1.0,,,1
DDX39B,ddx39b,1,clue.io,,0,,0,-0.09249272727272727,-1.3554,15.6536,1,55,True,1.0,,,1
CAMTA2,camta2,1,clue.io,,0,,0,-0.09240999999999999,-1.2609,15.6536,1,20,True,1.0,,,1
TDRD12,tdrd12,1,clue.io,,0,,0,-0.09228499999999999,-1.4094,15.6536,1,20,True,1.0,,,1
INPP4B,inpp4b,1,clue.io,,0,,0,-0.0921859649122807,-1.388,15.6536,1,57,True,1.0,,,1
LIPF,lipf,1,clue.io,,0,,0,-0.09215499999999999,-1.554,15.6536,1,20,True,1.0,,,1
buphenine,buphenine,1,clue.io,,0,,0,-0.0920923076923077,-1.0955,3.2228,1,13,True,1.0,Adrenergic receptor agonist,ADRB2,1
tetracycline,tetracycline,1,clue.io,,0,,0,-0.09207272727272726,-1.1127,2.4684,1,11,True,1.0,Bacterial 30S ribosomal subunit inhibitor,PRNP,1
IL29,il29,1,clue.io,,0,,0,-0.09196666666666668,-1.0989,2.804,1,15,True,1.0,,,1
benzylpenicillin,benzylpenicillin,1,clue.io,,0,,0,-0.091955,-1.1225,3.2038,1,20,True,1.0,Penicillin binding protein inhibitor,,1
tyrphostin-1,tyrphostin1,1,clue.io,,0,,0,-0.0918892857142857,-1.242,15.6536,1,28,True,1.0,EGFR inhibitor,,1
(ASNSD1),asnsd1,1,clue.io,,0,,0,-0.09175,-1.1139,2.4027,1,4,True,1.0,,,1
PPP2R5B,ppp2r5b,1,clue.io,,0,,0,-0.09168809523809525,-1.4769,15.6536,1,42,True,1.0,,,1
PRM3,prm3,1,clue.io,,0,,0,-0.09152500000000001,-1.1764,15.3525,1,20,True,1.0,,,1
TEX101,tex101,1,clue.io,,0,,0,-0.09118421052631578,-1.0969,3.1275,1,19,True,1.0,,,1
TK2,tk2,1,clue.io,,0,,0,-0.091152,-1.2017,15.6536,1,25,True,1.0,,,1
acrivastine,acrivastine,1,clue.io,,0,,0,-0.09110000000000001,-1.1778,15.3525,1,13,True,1.0,Histamine receptor antagonist,HRH1,1
EXD1,exd1,1,clue.io,,0,,0,-0.09098500000000001,-1.3792,15.6536,1,20,True,1.0,,,1
CAMK1G,camk1g,1,clue.io,,0,,0,-0.09091785714285715,-1.3474,15.6536,1,28,True,1.0,,,1
NPY2R,npy2r,1,clue.io,,0,,0,-0.09091666666666667,-1.1097,2.3088,1,18,True,1.0,,,1
SLC7A3,slc7a3,1,clue.io,,0,,0,-0.09083888888888889,-1.236,15.6536,1,18,True,1.0,,,1
ARG-TC-41,argtc41,1,clue.io,,0,,0,-0.0908,-1.3849,15.6536,1,9,True,1.0,,,1
PRKX,prkx,1,clue.io,,0,,0,-0.09075277777777778,-1.3913,15.6536,1,36,True,1.0,,,1
DUSP18,dusp18,1,clue.io,,0,,0,-0.09067499999999998,-1.0691,1.8635,1,4,True,1.0,,,1
ATXN2,atxn2,1,clue.io,,0,,0,-0.09066842105263158,-1.0536,3.0557,1,19,True,1.0,,,1
SLA2,sla2,1,clue.io,,0,,0,-0.09066250000000001,-1.4856,15.6536,1,40,True,1.0,,,1
SLC5A1,slc5a1,1,clue.io,,0,,0,-0.09063333333333332,-1.2005,15.6536,1,18,True,1.0,,,1
XLOC_005143,xloc005143,1,clue.io,,0,,0,-0.09062499999999998,-1.1816,15.6536,1,4,True,1.0,,,1
TRPV2,trpv2,1,clue.io,,0,,0,-0.09044705882352941,-1.6055,15.6536,1,17,True,1.0,,,1
argatroban,argatroban,1,clue.io,,0,,0,-0.09043333333333337,-1.2172,15.6536,1,15,True,1.0,Thrombin inhibitor,F2|CYP3A5,1
XLOC_013282,xloc013282,1,clue.io,,0,,0,-0.09012500000000001,-1.1464,2.9762,1,4,True,1.0,,,1
scopolamine,scopolamine,1,clue.io,,0,,0,-0.0898688888888889,-1.27,15.6536,1,45,True,1.0,Acetylcholine receptor antagonist,CHRM1|CHRM2|CHRM3|CHRM4,1
LGMN,lgmn,1,clue.io,,0,,0,-0.08979264705882352,-1.4114,15.6536,1,68,True,1.0,,,1
CLTC,cltc,1,clue.io,,0,,0,-0.08974571428571429,-1.3125,15.6536,1,35,True,1.0,,,1
carglumic-acid,carglumicacid,1,clue.io,,0,,0,-0.08969230769230768,-1.2618,15.6536,1,13,True,1.0,Carbamoyl phosphate synthase activator,CPS1,1
GRHL3,grhl3,1,clue.io,,0,,0,-0.08968333333333332,-1.2886,15.6536,1,36,True,1.0,,,1
MBNL2,mbnl2,1,clue.io,,0,,0,-0.08968219178082192,-1.2975,15.6536,1,73,True,1.0,,,1
